grid,year,round,alt,constructorRef_ferrari,constructorRef_mclaren,constructorRef_williams,constructorRef_red_bull
9,1983,13,162,0.0,0.0,0.0,0.0
12,2000,2,785,0.0,0.0,0.0,0.0
17,1977,16,332,1.0,0.0,0.0,0.0
6,2006,9,13,0.0,0.0,1.0,0.0
17,1970,13,2227,0.0,0.0,0.0,0.0
19,1989,13,130,0.0,0.0,0.0,0.0
24,1980,7,432,0.0,0.0,0.0,0.0
17,2002,8,13,0.0,0.0,0.0,0.0
21,1985,2,130,0.0,0.0,0.0,0.0
9,1989,2,37,0.0,0.0,0.0,0.0
0,1989,16,58,0.0,0.0,0.0,0.0
3,2001,10,228,0.0,1.0,0.0,0.0
9,1969,9,332,0.0,0.0,0.0,0.0
0,1983,5,7,0.0,0.0,0.0,0.0
8,1985,3,37,0.0,1.0,0.0,0.0
25,1994,11,401,0.0,0.0,0.0,0.0
4,1993,10,103,0.0,1.0,0.0,0.0
21,2014,7,13,0.0,0.0,0.0,0.0
19,1992,3,785,0.0,0.0,0.0,0.0
12,1996,1,10,0.0,0.0,0.0,0.0
2,1951,6,578,1.0,0.0,0.0,0.0
8,1973,12,678,0.0,0.0,0.0,0.0
3,1959,1,7,0.0,0.0,0.0,0.0
20,1965,1,15,0.0,0.0,0.0,0.0
10,1974,1,8,0.0,1.0,0.0,0.0
7,1984,16,130,0.0,0.0,0.0,0.0
9,1957,5,20,1.0,0.0,0.0,0.0
17,1972,8,578,0.0,0.0,0.0,0.0
20,1979,4,12,0.0,0.0,0.0,0.0
8,2003,13,264,1.0,0.0,0.0,0.0
10,1995,3,37,0.0,0.0,0.0,0.0
18,1994,11,401,0.0,0.0,0.0,0.0
2,1976,6,7,1.0,0.0,0.0,0.0
9,1985,16,58,0.0,0.0,0.0,0.0
2,2015,13,18,0.0,0.0,0.0,1.0
11,2008,4,109,0.0,0.0,0.0,0.0
7,1987,11,162,0.0,0.0,0.0,0.0
15,1958,4,223,0.0,0.0,0.0,0.0
16,1955,1,8,0.0,0.0,0.0,0.0
18,1996,10,153,0.0,0.0,0.0,0.0
18,1960,3,223,0.0,0.0,0.0,0.0
5,2004,3,7,0.0,0.0,0.0,0.0
5,1976,13,162,1.0,0.0,0.0,0.0
1,2013,11,401,0.0,0.0,0.0,0.0
0,1957,2,7,0.0,0.0,0.0,0.0
21,1994,14,37,0.0,0.0,0.0,0.0
3,1954,8,162,0.0,0.0,0.0,0.0
6,1992,6,7,0.0,0.0,0.0,0.0
15,1995,5,7,0.0,0.0,0.0,0.0
13,1993,3,88,0.0,0.0,0.0,0.0
5,1976,3,12,0.0,0.0,0.0,0.0
15,1974,5,139,0.0,0.0,0.0,0.0
9,1959,4,88,0.0,0.0,0.0,0.0
10,1993,7,13,0.0,0.0,0.0,0.0
17,1997,2,785,0.0,0.0,0.0,0.0
9,1959,8,162,0.0,0.0,0.0,0.0
0,1978,4,12,0.0,0.0,0.0,0.0
23,1977,13,6,0.0,0.0,0.0,0.0
17,2009,17,3,0.0,0.0,0.0,0.0
24,1955,6,20,0.0,0.0,0.0,0.0
11,1999,5,109,0.0,0.0,0.0,0.0
11,1992,1,1460,0.0,0.0,0.0,0.0
0,1991,16,58,0.0,0.0,0.0,0.0
18,2015,10,264,0.0,0.0,0.0,0.0
9,1968,7,145,0.0,0.0,0.0,0.0
22,1970,7,145,0.0,0.0,0.0,0.0
9,1998,9,153,0.0,0.0,0.0,0.0
2,1974,2,785,0.0,0.0,0.0,0.0
11,2007,17,785,0.0,0.0,0.0,0.0
21,1974,5,139,0.0,0.0,0.0,0.0
14,1962,6,578,0.0,0.0,0.0,0.0
13,1977,13,6,0.0,0.0,0.0,0.0
2,1994,10,264,0.0,0.0,1.0,0.0
12,2000,12,264,0.0,0.0,0.0,0.0
18,1963,6,578,0.0,0.0,0.0,0.0
14,1978,12,678,0.0,0.0,0.0,0.0
13,1994,5,109,0.0,0.0,0.0,0.0
16,1998,16,45,0.0,0.0,0.0,0.0
2,2012,3,5,0.0,0.0,0.0,0.0
30,1953,2,223,0.0,0.0,0.0,0.0
4,2011,4,130,0.0,1.0,0.0,0.0
13,2004,11,153,0.0,0.0,0.0,0.0
12,1978,1,8,0.0,0.0,0.0,0.0
3,1999,11,264,0.0,1.0,0.0,0.0
3,2013,3,5,1.0,0.0,0.0,0.0
5,1991,1,345,0.0,0.0,0.0,0.0
19,1973,2,785,0.0,0.0,0.0,0.0
6,1962,5,20,0.0,0.0,0.0,0.0
13,2000,13,401,0.0,0.0,0.0,0.0
3,2012,15,45,0.0,0.0,0.0,0.0
18,1975,5,7,0.0,0.0,0.0,0.0
28,1974,5,139,0.0,0.0,0.0,0.0
8,1996,15,130,0.0,1.0,0.0,0.0
9,1956,5,88,1.0,0.0,0.0,0.0
12,1985,1,1126,0.0,0.0,0.0,0.0
17,1996,5,37,0.0,0.0,0.0,0.0
17,1996,3,8,0.0,0.0,0.0,0.0
15,2012,9,153,0.0,0.0,0.0,0.0
17,1984,11,103,0.0,0.0,0.0,0.0
11,1986,11,264,0.0,0.0,0.0,0.0
26,1994,10,264,0.0,0.0,0.0,0.0
2,1952,1,551,1.0,0.0,0.0,0.0
1,1969,1,1460,0.0,0.0,0.0,0.0
13,2010,8,13,0.0,0.0,0.0,0.0
1,2012,16,0,0.0,0.0,0.0,1.0
5,1995,11,401,0.0,0.0,1.0,0.0
5,2003,10,228,0.0,1.0,0.0,0.0
10,1956,4,401,0.0,0.0,0.0,0.0
1,1997,10,103,0.0,0.0,0.0,0.0
16,1987,9,264,0.0,0.0,0.0,0.0
0,1979,3,1460,0.0,0.0,0.0,0.0
17,2014,3,7,0.0,0.0,0.0,0.0
20,1986,5,401,0.0,0.0,0.0,0.0
12,1987,2,37,0.0,0.0,0.0,0.0
0,1994,9,103,0.0,0.0,0.0,0.0
20,2009,17,3,1.0,0.0,0.0,0.0
10,1988,6,177,0.0,0.0,1.0,0.0
8,2007,4,109,0.0,0.0,0.0,0.0
1,2009,7,130,0.0,0.0,0.0,1.0
30,1954,2,223,0.0,0.0,0.0,0.0
5,1984,4,37,0.0,1.0,0.0,0.0
31,1960,3,223,0.0,0.0,0.0,0.0
16,2014,11,264,1.0,0.0,0.0,0.0
15,1980,8,145,0.0,0.0,0.0,0.0
20,1997,7,13,0.0,0.0,0.0,0.0
18,1991,16,58,0.0,0.0,0.0,0.0
1,1989,13,130,0.0,1.0,0.0,0.0
25,1987,9,264,0.0,0.0,0.0,0.0
1,1996,16,45,0.0,0.0,1.0,0.0
0,1978,16,13,0.0,0.0,0.0,0.0
16,1975,6,36,0.0,0.0,0.0,0.0
14,1986,16,58,0.0,0.0,0.0,0.0
19,2008,15,18,0.0,0.0,0.0,0.0
14,1980,12,37,0.0,1.0,0.0,0.0
26,1982,15,162,0.0,0.0,0.0,0.0
2,2010,4,5,0.0,0.0,0.0,1.0
0,1978,14,162,0.0,0.0,0.0,0.0
6,1986,15,2227,0.0,1.0,0.0,0.0
3,2010,14,162,1.0,0.0,0.0,0.0
22,1993,12,401,0.0,0.0,0.0,0.0
10,1950,7,162,0.0,0.0,0.0,0.0
16,2004,8,13,0.0,0.0,0.0,0.0
22,2012,1,10,0.0,0.0,0.0,0.0
21,2012,10,103,0.0,0.0,0.0,0.0
12,1973,3,1460,0.0,0.0,0.0,0.0
26,1988,10,264,0.0,0.0,0.0,0.0
0,1978,5,7,0.0,0.0,0.0,0.0
8,1984,16,130,1.0,0.0,0.0,0.0
14,2012,3,5,0.0,0.0,1.0,0.0
32,1960,3,223,0.0,0.0,0.0,0.0
10,1954,4,88,0.0,0.0,0.0,0.0
23,1985,2,130,0.0,0.0,0.0,0.0
12,2005,19,5,0.0,0.0,0.0,0.0
1,1965,6,6,0.0,0.0,0.0,0.0
11,1996,8,13,0.0,0.0,0.0,0.0
13,2009,6,7,0.0,0.0,0.0,0.0
12,2002,13,264,0.0,0.0,0.0,0.0
0,1990,11,401,0.0,0.0,0.0,0.0
1,1988,16,58,0.0,1.0,0.0,0.0
10,2014,14,18,0.0,0.0,0.0,0.0
20,1986,9,145,0.0,0.0,0.0,0.0
2,2007,8,228,0.0,1.0,0.0,0.0
6,2010,13,401,1.0,0.0,0.0,0.0
14,1978,8,153,0.0,1.0,0.0,0.0
15,1959,9,18,0.0,0.0,0.0,0.0
3,2014,9,153,0.0,1.0,0.0,0.0
33,1956,3,223,0.0,0.0,0.0,0.0
0,1972,6,790,0.0,0.0,0.0,0.0
14,1992,15,45,0.0,0.0,0.0,0.0
26,1992,4,109,0.0,0.0,0.0,0.0
26,1953,6,153,0.0,0.0,0.0,0.0
25,1983,13,162,0.0,0.0,0.0,0.0
12,1983,7,177,0.0,0.0,1.0,0.0
20,1978,16,13,0.0,0.0,0.0,0.0
17,1984,15,578,0.0,0.0,0.0,0.0
13,1984,3,36,0.0,0.0,0.0,0.0
17,1991,10,264,0.0,0.0,0.0,0.0
15,1982,2,1126,0.0,0.0,0.0,0.0
4,1999,4,7,1.0,0.0,0.0,0.0
10,1997,9,153,0.0,0.0,0.0,0.0
13,1996,9,228,0.0,0.0,0.0,0.0
11,1953,9,162,1.0,0.0,0.0,0.0
5,2015,10,264,1.0,0.0,0.0,0.0
7,1951,4,88,0.0,0.0,0.0,0.0
23,1983,7,177,0.0,0.0,0.0,0.0
29,1956,3,223,0.0,0.0,0.0,0.0
22,1985,7,432,0.0,0.0,0.0,0.0
9,2005,7,578,0.0,0.0,0.0,0.0
16,1992,11,264,0.0,0.0,0.0,0.0
8,1975,3,1460,0.0,0.0,0.0,0.0
19,1974,8,6,0.0,0.0,0.0,0.0
25,1991,14,109,0.0,0.0,0.0,0.0
18,2010,1,7,0.0,0.0,0.0,0.0
15,1955,2,7,1.0,0.0,0.0,0.0
17,2002,6,678,0.0,0.0,0.0,0.0
4,1968,2,609,0.0,0.0,0.0,0.0
18,2003,2,18,0.0,0.0,0.0,0.0
6,1963,9,2227,0.0,0.0,0.0,0.0
19,2002,2,18,0.0,0.0,0.0,0.0
16,1953,5,88,0.0,0.0,0.0,0.0
1,2002,11,228,0.0,0.0,1.0,0.0
25,1993,7,13,0.0,0.0,0.0,0.0
8,1989,5,345,1.0,0.0,0.0,0.0
19,2007,3,7,0.0,0.0,0.0,0.0
19,2008,8,228,0.0,0.0,1.0,0.0
21,1982,11,432,0.0,0.0,0.0,0.0
2,1967,11,2227,1.0,0.0,0.0,0.0
19,1961,4,88,0.0,0.0,0.0,0.0
13,2004,18,785,0.0,0.0,0.0,0.0
15,1974,8,6,0.0,0.0,0.0,0.0
2,2012,19,161,0.0,1.0,0.0,0.0
19,1981,12,6,0.0,0.0,0.0,0.0
0,1970,5,6,0.0,0.0,0.0,0.0
3,1983,4,37,1.0,0.0,0.0,0.0
11,1999,2,785,0.0,0.0,1.0,0.0
19,2010,1,7,0.0,0.0,0.0,0.0
3,1968,1,1460,0.0,0.0,0.0,0.0
8,1952,2,223,0.0,0.0,0.0,0.0
9,1990,4,7,0.0,0.0,0.0,0.0
11,1987,12,130,0.0,0.0,0.0,0.0
19,1987,5,177,0.0,0.0,0.0,0.0
20,2001,13,264,0.0,0.0,0.0,0.0
1,1991,11,401,0.0,1.0,0.0,0.0
17,2000,6,578,0.0,0.0,0.0,0.0
5,1974,11,578,0.0,0.0,0.0,0.0
2,2011,8,4,0.0,0.0,0.0,1.0
1,1993,7,13,0.0,0.0,1.0,0.0
4,1994,14,37,0.0,0.0,0.0,0.0
23,1953,6,153,0.0,0.0,0.0,0.0
21,1973,4,79,0.0,0.0,0.0,0.0
15,1991,5,13,0.0,0.0,0.0,0.0
11,2012,19,161,1.0,0.0,0.0,0.0
16,1969,6,153,0.0,0.0,0.0,0.0
0,1984,6,7,0.0,0.0,0.0,0.0
12,1974,11,578,0.0,1.0,0.0,0.0
29,1951,2,223,0.0,0.0,0.0,0.0
12,1972,3,609,0.0,0.0,0.0,0.0
3,1956,2,7,1.0,0.0,0.0,0.0
24,2011,12,401,0.0,0.0,0.0,0.0
1,1990,6,2227,0.0,1.0,0.0,0.0
13,1975,10,153,0.0,0.0,0.0,0.0
17,1951,5,153,0.0,0.0,0.0,0.0
13,1950,4,551,1.0,0.0,0.0,0.0
6,2011,15,45,0.0,0.0,0.0,1.0
9,2000,14,162,0.0,0.0,0.0,0.0
0,1993,4,37,0.0,0.0,0.0,0.0
3,2014,3,7,0.0,0.0,1.0,0.0
7,1975,2,785,0.0,0.0,0.0,0.0
1,1954,4,88,0.0,0.0,0.0,0.0
19,1978,9,432,0.0,0.0,0.0,0.0
0,1960,4,6,0.0,0.0,0.0,0.0
7,1985,3,37,0.0,0.0,1.0,0.0
16,1967,11,2227,1.0,0.0,0.0,0.0
12,1950,2,7,0.0,0.0,0.0,0.0
21,2010,8,13,0.0,0.0,0.0,0.0
4,1964,6,578,1.0,0.0,0.0,0.0
0,1980,11,6,0.0,0.0,0.0,0.0
12,1979,13,162,0.0,0.0,0.0,0.0
13,1956,7,578,0.0,0.0,0.0,0.0
21,1985,9,578,0.0,0.0,0.0,0.0
13,1954,3,401,0.0,0.0,0.0,0.0
19,1992,5,37,0.0,0.0,0.0,0.0
9,2000,2,785,0.0,0.0,1.0,0.0
21,1997,2,785,0.0,0.0,0.0,0.0
26,1989,1,1126,0.0,0.0,0.0,0.0
11,2004,11,153,0.0,0.0,1.0,0.0
6,1995,16,45,0.0,0.0,1.0,0.0
12,1971,9,162,0.0,0.0,0.0,0.0
15,1984,2,1460,1.0,0.0,0.0,0.0
19,2013,15,45,0.0,0.0,0.0,0.0
13,1982,8,13,0.0,0.0,1.0,0.0
0,1981,9,153,0.0,0.0,0.0,0.0
7,1993,16,58,1.0,0.0,0.0,0.0
21,2007,4,109,0.0,0.0,0.0,0.0
14,1996,5,37,0.0,0.0,0.0,0.0
1,1983,7,177,1.0,0.0,0.0,0.0
6,2005,4,37,0.0,0.0,0.0,0.0
9,2010,16,45,0.0,0.0,1.0,0.0
27,1971,11,485,0.0,0.0,0.0,0.0
0,1963,7,162,0.0,0.0,0.0,0.0
14,1988,8,153,0.0,0.0,0.0,0.0
28,1951,2,223,0.0,0.0,0.0,0.0
7,1951,7,162,0.0,0.0,0.0,0.0
7,1972,10,162,1.0,0.0,0.0,0.0
10,1987,4,7,0.0,0.0,0.0,0.0
4,2000,13,401,1.0,0.0,0.0,0.0
0,1992,3,785,0.0,0.0,0.0,0.0
15,1988,11,401,0.0,0.0,0.0,0.0
25,1952,8,162,0.0,0.0,0.0,0.0
23,1978,8,153,0.0,0.0,0.0,0.0
17,1959,8,162,0.0,0.0,0.0,0.0
17,1995,1,785,0.0,0.0,0.0,0.0
13,1991,3,37,0.0,0.0,0.0,0.0
1,1990,12,162,0.0,1.0,0.0,0.0
2,1983,9,153,1.0,0.0,0.0,0.0
9,1953,6,153,0.0,0.0,0.0,0.0
27,1974,15,485,0.0,0.0,0.0,0.0
1,1995,13,130,0.0,0.0,1.0,0.0
17,2002,11,228,0.0,0.0,0.0,0.0
2,1970,4,401,0.0,0.0,0.0,0.0
1,1961,7,162,1.0,0.0,0.0,0.0
22,1977,5,609,0.0,0.0,0.0,0.0
2,2004,3,7,1.0,0.0,0.0,0.0
22,1979,6,36,0.0,0.0,0.0,0.0
19,2002,17,45,0.0,0.0,0.0,0.0
18,1968,4,401,0.0,0.0,0.0,0.0
14,1951,6,578,0.0,0.0,0.0,0.0
23,1959,5,20,0.0,0.0,0.0,0.0
13,2001,16,223,0.0,0.0,0.0,0.0
16,1959,2,223,0.0,0.0,0.0,0.0
6,2006,2,18,0.0,1.0,0.0,0.0
5,1983,11,678,0.0,0.0,0.0,0.0
2,2004,11,153,1.0,0.0,0.0,0.0
25,1989,5,345,0.0,0.0,0.0,0.0
2,1986,7,177,0.0,0.0,1.0,0.0
12,2012,1,10,1.0,0.0,0.0,0.0
6,1996,3,8,0.0,0.0,0.0,0.0
3,1997,12,401,1.0,0.0,0.0,0.0
9,1976,11,678,0.0,0.0,0.0,0.0
1,1991,16,58,0.0,1.0,0.0,0.0
8,1959,1,7,0.0,0.0,0.0,0.0
2,1996,12,264,0.0,0.0,1.0,0.0
15,2002,6,678,0.0,0.0,0.0,0.0
11,1965,7,578,0.0,0.0,0.0,0.0
11,2011,4,130,0.0,0.0,1.0,0.0
17,2012,19,161,0.0,0.0,0.0,0.0
18,1985,2,130,0.0,0.0,0.0,0.0
19,1987,9,264,0.0,0.0,0.0,0.0
21,1981,10,103,0.0,0.0,0.0,0.0
22,1990,2,785,0.0,0.0,0.0,0.0
23,1986,8,432,0.0,0.0,0.0,0.0
23,1992,13,162,0.0,0.0,0.0,0.0
1,1992,9,153,0.0,0.0,1.0,0.0
20,2013,5,109,0.0,0.0,0.0,0.0
23,1989,9,103,0.0,0.0,0.0,0.0
25,1994,1,785,0.0,0.0,0.0,0.0
0,1963,10,15,0.0,0.0,0.0,0.0
24,1976,8,432,0.0,0.0,0.0,0.0
6,2014,5,109,1.0,0.0,0.0,0.0
19,2006,11,228,0.0,0.0,0.0,0.0
22,1988,7,432,0.0,0.0,0.0,0.0
9,1986,8,432,1.0,0.0,0.0,0.0
16,2000,12,264,0.0,0.0,0.0,0.0
7,2013,14,0,0.0,0.0,0.0,0.0
23,1950,7,162,0.0,0.0,0.0,0.0
24,1972,10,162,0.0,0.0,0.0,0.0
16,1979,12,6,0.0,0.0,0.0,0.0
10,1955,3,223,0.0,0.0,0.0,0.0
16,1969,11,2227,0.0,0.0,0.0,0.0
16,2002,1,10,0.0,0.0,0.0,0.0
10,1984,2,1460,1.0,0.0,0.0,0.0
15,2002,1,10,0.0,0.0,0.0,0.0
3,1986,15,2227,0.0,0.0,1.0,0.0
13,1978,13,6,0.0,0.0,0.0,0.0
1,1986,13,162,0.0,0.0,0.0,0.0
20,1986,1,1126,0.0,0.0,0.0,0.0
24,1987,7,153,0.0,0.0,0.0,0.0
10,1951,6,578,0.0,0.0,0.0,0.0
0,1981,8,484,0.0,0.0,0.0,0.0
21,1980,13,13,0.0,0.0,0.0,0.0
16,1998,4,37,0.0,0.0,0.0,0.0
3,2005,13,264,0.0,0.0,0.0,0.0
19,1966,4,145,0.0,0.0,0.0,0.0
0,1989,9,103,0.0,0.0,0.0,0.0
20,2002,15,162,0.0,0.0,0.0,0.0
3,1993,15,45,0.0,1.0,0.0,0.0
24,2012,9,153,0.0,0.0,0.0,0.0
15,1997,4,37,0.0,0.0,0.0,0.0
11,1977,9,484,0.0,0.0,0.0,0.0
11,1993,2,785,0.0,0.0,0.0,0.0
5,1953,9,162,1.0,0.0,0.0,0.0
15,1987,16,58,0.0,0.0,0.0,0.0
7,2011,2,18,1.0,0.0,0.0,0.0
13,1999,6,13,0.0,0.0,1.0,0.0
15,2003,8,13,0.0,0.0,0.0,0.0
22,2012,3,5,0.0,0.0,0.0,0.0
5,1963,7,162,0.0,0.0,0.0,0.0
0,1980,12,37,0.0,0.0,0.0,0.0
13,2008,10,103,0.0,0.0,1.0,0.0
12,2011,13,162,0.0,0.0,0.0,0.0
10,2014,12,401,0.0,1.0,0.0,0.0
20,2000,2,785,0.0,0.0,0.0,0.0
2,2013,9,578,0.0,0.0,0.0,1.0
20,1981,14,13,0.0,0.0,0.0,0.0
0,1974,11,578,0.0,0.0,0.0,0.0
11,1976,13,162,0.0,0.0,0.0,0.0
25,1973,3,1460,0.0,0.0,0.0,0.0
18,1991,11,401,0.0,0.0,0.0,0.0
9,2010,11,103,0.0,0.0,0.0,0.0
18,1997,15,578,0.0,0.0,0.0,0.0
12,1970,1,1460,0.0,0.0,0.0,0.0
16,1959,4,88,0.0,0.0,0.0,0.0
13,1979,12,6,0.0,0.0,0.0,0.0
9,1979,2,785,0.0,0.0,0.0,0.0
14,1981,1,12,0.0,0.0,0.0,0.0
17,1985,14,145,0.0,0.0,0.0,0.0
6,1960,7,153,0.0,0.0,0.0,0.0
12,1994,6,13,0.0,1.0,0.0,0.0
17,2002,12,103,0.0,0.0,0.0,0.0
14,2015,17,2227,0.0,0.0,0.0,0.0
8,1954,9,85,1.0,0.0,0.0,0.0
20,1961,3,401,0.0,0.0,0.0,0.0
15,2010,19,3,0.0,0.0,1.0,0.0
4,1975,13,162,0.0,0.0,0.0,0.0
6,1974,3,1460,1.0,0.0,0.0,0.0
20,1993,15,45,0.0,0.0,0.0,0.0
20,2007,17,785,0.0,0.0,0.0,0.0
0,1963,1,7,0.0,0.0,0.0,0.0
20,1997,17,37,0.0,0.0,0.0,0.0
14,1963,3,6,0.0,0.0,0.0,0.0
11,1994,7,228,0.0,0.0,0.0,0.0
8,2007,10,578,0.0,0.0,0.0,0.0
24,1995,9,103,0.0,0.0,0.0,0.0
10,1984,8,177,0.0,1.0,0.0,0.0
2,1999,5,109,1.0,0.0,0.0,0.0
0,1977,11,103,0.0,1.0,0.0,0.0
20,1958,8,578,0.0,0.0,0.0,0.0
8,1974,7,153,0.0,0.0,0.0,0.0
3,1982,15,162,1.0,0.0,0.0,0.0
14,2007,14,401,0.0,0.0,0.0,0.0
1,1953,4,401,0.0,0.0,0.0,0.0
20,1972,11,332,0.0,0.0,0.0,0.0
2,1992,5,37,0.0,0.0,1.0,0.0
13,2003,5,109,0.0,0.0,0.0,0.0
5,1956,8,162,0.0,0.0,0.0,0.0
6,2006,7,7,0.0,0.0,0.0,0.0
15,1988,9,103,0.0,0.0,0.0,0.0
21,2011,10,578,0.0,0.0,0.0,0.0
17,1995,7,228,0.0,0.0,0.0,0.0
3,2013,19,785,1.0,0.0,0.0,0.0
10,1989,4,2227,0.0,0.0,0.0,0.0
0,1992,2,2227,0.0,0.0,0.0,0.0
10,2011,11,264,0.0,0.0,0.0,0.0
25,1990,3,37,0.0,0.0,0.0,0.0
24,1987,10,678,0.0,0.0,0.0,0.0
19,2007,5,7,0.0,0.0,0.0,0.0
1,1965,7,578,0.0,0.0,0.0,0.0
16,1981,3,8,0.0,0.0,0.0,0.0
17,1952,4,81,1.0,0.0,0.0,0.0
12,1993,10,103,0.0,1.0,0.0,0.0
9,1975,11,578,0.0,0.0,0.0,0.0
0,1997,16,45,0.0,0.0,0.0,0.0
3,1992,9,153,0.0,1.0,0.0,0.0
24,1990,3,37,0.0,0.0,0.0,0.0
4,2005,2,18,0.0,0.0,1.0,0.0
8,2000,17,18,0.0,0.0,1.0,0.0
3,1987,7,153,0.0,0.0,0.0,0.0
8,2000,6,578,0.0,0.0,0.0,0.0
3,1992,15,45,0.0,1.0,0.0,0.0
18,1990,10,264,0.0,0.0,0.0,0.0
16,2013,4,7,0.0,0.0,0.0,0.0
5,1976,8,432,0.0,0.0,0.0,0.0
15,1999,11,264,0.0,0.0,1.0,0.0
1,1994,10,264,0.0,0.0,0.0,0.0
16,1984,7,13,0.0,0.0,0.0,0.0
0,1959,5,20,0.0,0.0,0.0,0.0
23,1995,16,45,0.0,1.0,0.0,0.0
8,1996,16,45,0.0,1.0,0.0,0.0
9,1977,6,7,0.0,1.0,0.0,0.0
9,1981,13,162,1.0,0.0,0.0,0.0
0,1965,1,15,0.0,0.0,0.0,0.0
25,1988,7,432,0.0,0.0,0.0,0.0
5,1988,10,264,0.0,0.0,0.0,0.0
7,1970,12,485,0.0,0.0,0.0,0.0
7,1959,5,20,0.0,0.0,0.0,0.0
22,1954,5,153,0.0,0.0,0.0,0.0
1,1978,8,153,0.0,0.0,0.0,0.0
6,2003,1,10,0.0,0.0,0.0,0.0
0,1962,4,81,0.0,0.0,0.0,0.0
9,1997,12,401,0.0,0.0,0.0,0.0
23,1973,13,162,0.0,0.0,0.0,0.0
10,2007,5,7,0.0,0.0,0.0,0.0
1,1985,14,145,0.0,0.0,0.0,0.0
11,1956,1,8,0.0,0.0,0.0,0.0
15,2010,5,109,0.0,0.0,0.0,0.0
9,1983,7,177,0.0,0.0,0.0,0.0
3,1968,11,485,0.0,0.0,0.0,0.0
14,2015,13,18,0.0,0.0,0.0,0.0
15,2004,2,18,0.0,0.0,0.0,0.0
19,1988,7,432,0.0,0.0,0.0,0.0
10,1993,10,103,1.0,0.0,0.0,0.0
18,2004,15,162,0.0,0.0,0.0,0.0
15,2001,13,264,0.0,0.0,0.0,0.0
10,1991,16,58,0.0,0.0,0.0,0.0
8,1997,13,162,0.0,0.0,0.0,0.0
7,1999,9,678,1.0,0.0,0.0,0.0
0,1988,10,264,0.0,0.0,0.0,0.0
14,2014,5,109,0.0,1.0,0.0,0.0
15,2005,8,13,0.0,0.0,0.0,0.0
3,1978,1,8,0.0,0.0,0.0,0.0
1,1978,14,162,0.0,0.0,0.0,0.0
20,1955,7,162,0.0,0.0,0.0,0.0
8,2007,12,130,0.0,0.0,1.0,0.0
17,2011,13,162,0.0,0.0,0.0,0.0
14,2000,13,401,0.0,0.0,0.0,0.0
9,1954,4,88,1.0,0.0,0.0,0.0
15,1997,10,103,0.0,0.0,0.0,0.0
12,1984,7,13,0.0,0.0,0.0,0.0
15,1954,8,162,1.0,0.0,0.0,0.0
6,2001,7,7,0.0,0.0,0.0,0.0
7,1988,2,37,0.0,0.0,0.0,0.0
3,2013,4,7,1.0,0.0,0.0,0.0
10,1960,1,8,0.0,0.0,0.0,0.0
14,2007,2,18,0.0,0.0,0.0,0.0
20,1961,6,578,0.0,0.0,0.0,0.0
6,1983,12,6,0.0,0.0,0.0,0.0
3,1998,10,678,0.0,1.0,0.0,0.0
17,1966,3,88,0.0,0.0,0.0,0.0
10,1969,5,790,0.0,0.0,0.0,0.0
11,1998,1,10,0.0,0.0,0.0,0.0
20,1981,4,37,0.0,0.0,0.0,0.0
18,1974,4,609,0.0,0.0,0.0,0.0
17,1996,16,45,0.0,0.0,0.0,0.0
17,1959,2,223,0.0,0.0,0.0,0.0
19,2010,14,162,0.0,0.0,0.0,0.0
19,2001,3,785,0.0,0.0,0.0,0.0
7,1976,15,485,0.0,0.0,0.0,0.0
12,2003,3,785,0.0,0.0,0.0,0.0
5,2010,11,103,0.0,1.0,0.0,0.0
20,2001,6,678,0.0,0.0,0.0,0.0
2,1975,12,678,0.0,0.0,0.0,0.0
18,1953,3,6,0.0,0.0,0.0,0.0
15,1985,16,58,1.0,0.0,0.0,0.0
20,2007,8,228,0.0,0.0,0.0,0.0
12,2004,2,18,0.0,0.0,0.0,0.0
1,2013,7,13,0.0,0.0,0.0,1.0
11,1951,4,88,0.0,0.0,0.0,0.0
8,1997,4,37,0.0,1.0,0.0,0.0
20,1992,9,153,0.0,0.0,0.0,0.0
14,1991,11,401,0.0,0.0,0.0,0.0
12,1976,11,678,0.0,1.0,0.0,0.0
18,1988,4,2227,0.0,0.0,0.0,0.0
6,1958,2,7,1.0,0.0,0.0,0.0
17,2012,7,13,0.0,0.0,0.0,0.0
7,1972,3,609,0.0,0.0,0.0,0.0
26,1987,9,264,0.0,0.0,0.0,0.0
0,1974,6,7,0.0,0.0,0.0,0.0
0,1993,8,228,0.0,0.0,0.0,0.0
6,1981,6,7,0.0,0.0,0.0,0.0
18,1986,4,7,0.0,0.0,0.0,0.0
18,1987,7,153,0.0,0.0,0.0,0.0
9,1982,7,177,0.0,0.0,0.0,0.0
9,2010,2,10,0.0,0.0,0.0,0.0
22,1989,4,2227,0.0,0.0,0.0,0.0
3,1973,6,7,0.0,1.0,0.0,0.0
0,1990,7,432,0.0,0.0,0.0,0.0
10,1979,15,485,0.0,0.0,0.0,0.0
5,1964,2,6,0.0,0.0,0.0,0.0
13,2005,4,37,1.0,0.0,0.0,0.0
3,1951,7,162,1.0,0.0,0.0,0.0
17,2009,15,45,0.0,0.0,0.0,0.0
24,2012,2,18,0.0,0.0,0.0,0.0
13,1977,14,162,0.0,0.0,0.0,0.0
3,1973,14,332,0.0,1.0,0.0,0.0
10,2004,2,18,0.0,0.0,0.0,0.0
13,2000,6,578,0.0,0.0,0.0,0.0
